Country,Response_measure,date_start,date_end
Estonia,RestaurantsCafes,11/03/2021,02/05/2021
Estonia,RestaurantsCafesPartial,16/11/2020,02/03/2021
Estonia,RestaurantsCafesPartial,06/03/2021,10/03/2021
Estonia,RestaurantsCafesPartial,03/05/2021,22/06/2021
Estonia,StayHomeGen,12/03/2020,17/05/2020
Estonia,TeleworkingPartial,16/03/2020,NA
Finland,ClosHigh,18/03/2020,03/08/2020
Finland,ClosHighPartial,04/08/2020,31/07/2021
Finland,ClosPrim,18/03/2020,14/05/2020
Finland,ClosPubAny,18/03/2020,31/05/2020
Finland,ClosPubAnyPartial,01/06/2020,NA
Finland,ClosSec,18/03/2020,03/08/2020
Finland,ClosSecPartial,04/08/2020,31/07/2021
Finland,EntertainmentVenues,18/03/2020,31/05/2020
Finland,EntertainmentVenuesPartial,01/06/2020,NA
Finland,GymsSportsCentres,18/03/2020,01/06/2020
Finland,IndoorOver50,18/03/2020,31/07/2020
Finland,IndoorOver500,12/03/2020,17/03/2020
Finland,IndoorOver500,01/08/2020,14/10/2020
Finland,MasksVoluntaryClosedSpaces,18/09/2020,NA
Finland,MasksVoluntaryClosedSpacesPartial,13/08/2020,17/09/2020
Finland,MassGather50,18/03/2020,30/06/2020
Finland,MassGather50Partial,01/07/2020,31/07/2020
Finland,MassGatherAll,12/03/2020,30/06/2020
Finland,OutdoorOver50,18/03/2020,01/07/2020
Finland,OutdoorOver500,12/03/2020,17/03/2020
Finland,OutdoorOver500,02/07/2020,14/10/2020
Finland,QuarantineForInternationalTravellers,18/03/2020,14/06/2020
Finland,QuarantineForInternationalTravellersPartial,15/06/2020,NA
Finland,RestaurantsCafes,18/03/2020,31/05/2020
Finland,RestaurantsCafesPartial,01/06/2020,13/07/2020
Finland,RestaurantsCafesPartial,01/10/2020,18/04/2021
Finland,StayHomeRiskG,16/03/2020,22/06/2020
Finland,StayHomeRiskGPartial,23/06/2020,01/07/2021
Finland,Teleworking,18/03/2020,01/08/2020
France,BanOnAllEvents,19/10/2020,29/06/2021
France,ClosDaycare,16/03/2020,01/06/2020
France,ClosDaycare,06/04/2021,26/04/2021
France,ClosDaycarePartial,02/06/2020,22/06/2020
France,ClosHigh,27/10/2020,24/01/2021
France,ClosHighPartial,16/03/2020,22/06/2020
France,ClosPrim,06/04/2021,26/04/2021
France,ClosPrimPartial,16/03/2020,22/06/2020
France,ClosPubAny,16/03/2020,10/05/2020
France,ClosPubAnyPartial,11/05/2020,22/06/2020
France,ClosPubAnyPartial,28/10/2020,NA
France,ClosSec,16/03/2020,10/05/2020
France,ClosSec,06/04/2021,02/05/2021
France,ClosSecPartial,11/05/2020,22/06/2020
France,EntertainmentVenues,16/03/2020,01/06/2020
France,EntertainmentVenues,28/10/2020,18/05/2021
France,EntertainmentVenuesPartial,02/06/2020,22/06/2020
France,GymsSportsCentres,16/03/2020,22/06/2020
France,GymsSportsCentres,28/10/2020,18/05/2021
France,GymsSportsCentresPartial,19/05/2021,NA
France,IndoorOver1000,29/02/2020,18/10/2020
France,MasksMandatoryAllSpaces,29/10/2020,16/06/2021
France,MasksMandatoryClosedSpaces,20/07/2020,28/10/2020
France,MasksMandatoryClosedSpacesPartial,11/05/2020,19/07/2020
France,MasksVoluntaryAllSpaces,11/05/2020,19/07/2020
France,MassGather50,19/10/2020,29/06/2021
France,MassGather50Partial,18/09/2020,18/10/2020
France,MassGatherAll,29/02/2020,17/09/2020
France,MassGatherAll,19/10/2020,29/06/2021
France,MassGatherAllPartial,18/09/2020,18/10/2020
France,NonEssentialShops,16/03/2020,10/05/2020
France,NonEssentialShops,29/10/2020,27/11/2020
France,NonEssentialShopsPartial,11/05/2020,02/06/2020
France,NonEssentialShopsPartial,28/11/2020,18/05/2021
France,OutdoorOver1000,13/03/2020,11/07/2020
France,OutdoorOver50,18/09/2020,18/10/2020
France,PlaceOfWorshipPartial,28/10/2020,30/06/2021
France,PrivateGatheringRestrictions,17/03/2020,15/06/2020
France,PrivateGatheringRestrictions,28/10/2020,15/12/2020
France,PrivateGatheringRestrictionsPartial,23/09/2020,27/10/2020
France,QuarantineForInternationalTravellersPartial,09/06/2021,NA
France,RegionalStayHomeOrderPartial,17/10/2020,28/10/2020
France,RegionalStayHomeOrderPartial,26/02/2021,19/03/2021
France,RestaurantsCafes,16/03/2020,01/06/2020
France,RestaurantsCafes,28/10/2020,18/05/2021
France,RestaurantsCafesPartial,02/06/2020,15/06/2020
France,StayHomeGen,13/03/2020,15/03/2020
France,StayHomeOrder,17/03/2020,11/05/2020
France,StayHomeOrder,29/10/2020,14/12/2020
France,StayHomeOrderPartial,12/05/2020,02/06/2020
France,StayHomeOrderPartial,17/10/2020,28/10/2020
France,StayHomeOrderPartial,15/12/2020,20/06/2021
France,Teleworking,17/03/2020,10/05/2020
France,Teleworking,29/10/2020,08/06/2021
France,TeleworkingPartial,11/05/2020,28/10/2020
France,WorkplaceClosures,17/03/2020,11/05/2020
Germany,BanOnAllEvents,23/03/2020,10/05/2020
Germany,BanOnAllEvents,02/11/2020,28/03/2021
Germany,BanOnAllEventsPartial,11/05/2020,29/06/2020
Germany,ClosDaycare,13/03/2020,14/05/2020
Germany,ClosDaycarePartial,15/05/2020,01/07/2020
Germany,ClosDaycarePartial,16/12/2020,31/05/2021
Germany,ClosPrim,13/03/2020,03/05/2020
Germany,ClosPrimPartial,04/05/2020,29/06/2020
Germany,ClosPubAny,16/03/2020,04/05/2020
Germany,ClosPubAnyPartial,05/05/2020,NA
Germany,ClosSec,13/03/2020,03/05/2020
Germany,ClosSecPartial,04/05/2020,15/06/2020
Germany,EntertainmentVenues,16/03/2020,04/05/2020
Germany,EntertainmentVenues,02/11/2020,07/03/2021
Germany,EntertainmentVenuesPartial,05/05/2020,01/11/2020
Germany,EntertainmentVenuesPartial,08/03/2021,NA
Germany,GymsSportsCentres,02/11/2020,07/03/2021
Germany,GymsSportsCentresPartial,08/03/2021,31/05/2021
Germany,HotelsOtherAccommodationPartial,07/10/2020,31/05/2021
Germany,IndoorOver100,30/06/2020,28/09/2020
Germany,IndoorOver1000,10/03/2020,22/03/2020
Germany,IndoorOver50,29/09/2020,01/11/2020
Germany,IndoorOver500,01/06/2021,NA
Germany,MasksMandatoryAllSpacesPartial,02/11/2020,20/06/2021
Germany,MasksMandatoryClosedSpaces,28/04/2020,01/11/2020
Germany,MasksVoluntaryAllSpaces,02/04/2020,27/04/2020
Germany,MassGather50,23/03/2020,10/05/2020
Germany,MassGather50,02/11/2020,28/03/2021
Germany,MassGather50Partial,11/05/2020,29/06/2020
Germany,MassGather50Partial,29/09/2020,01/11/2020
Germany,MassGatherAll,10/03/2020,10/05/2020
Germany,MassGatherAll,02/11/2020,28/03/2021
Germany,MassGatherAllPartial,11/05/2020,01/11/2020
Germany,MassGatherAllPartial,01/06/2021,NA
Germany,NonEssentialShops,16/03/2020,20/04/2020
Germany,NonEssentialShops,16/12/2020,07/03/2021
Germany,OutdoorOver100,30/06/2020,01/11/2020
Germany,OutdoorOver500,01/06/2021,NA
Germany,PlaceOfWorshipPartial,16/12/2020,31/05/2021
Germany,PrivateGatheringRestrictions,02/11/2020,31/05/2021
Germany,QuarantineForInternationalTravellers,14/02/2020,15/06/2020
Germany,QuarantineForInternationalTravellers,08/11/2020,11/05/2021
Germany,QuarantineForInternationalTravellersPartial,16/06/2020,07/11/2020
Germany,QuarantineForInternationalTravellersPartial,12/05/2021,NA
Germany,RestaurantsCafes,23/03/2020,04/05/2020
Germany,RestaurantsCafes,02/11/2020,22/04/2021
Germany,RestaurantsCafesPartial,05/05/2020,08/06/2020
Germany,RestaurantsCafesPartial,14/10/2020,01/11/2020
Germany,RestaurantsCafesPartial,23/04/2021,NA
Germany,StayHomeGen,09/03/2020,05/05/2020
Germany,StayHomeGenPartial,06/05/2020,29/06/2020
Germany,StayHomeOrderPartial,09/12/2020,31/05/2021
Germany,Teleworking,19/01/2021,30/06/2021
Germany,TeleworkingPartial,23/12/2020,18/01/2021
Greece,BanOnAllEvents,07/11/2020,25/01/2021
Greece,BanOnAllEventsPartial,13/07/2020,06/11/2020
Greece,ClosDaycare,11/03/2020,01/06/2020
Greece,ClosDaycare,16/11/2020,10/01/2021
Greece,ClosDaycare,20/03/2021,09/05/2021
Greece,ClosDaycarePartial,06/02/2021,19/03/2021
Greece,ClosDaycarePartial,10/05/2021,17/05/2021
Greece,ClosHigh,16/03/2020,24/05/2020
Greece,ClosPrim,11/03/2020,01/06/2020
Greece,ClosPrim,16/11/2020,10/01/2021
Greece,ClosPrim,20/03/2021,09/05/2021
Greece,ClosPrimPartial,06/02/2021,19/03/2021
Greece,ClosPubAnyPartial,14/03/2020,NA
Greece,ClosSec,11/03/2020,18/05/2020
Greece,ClosSec,07/11/2020,05/02/2021
Greece,ClosSec,20/03/2021,11/04/2021
Greece,ClosSecPartial,06/02/2021,19/03/2021
Greece,ClosSecPartial,12/04/2021,09/05/2021
Greece,EntertainmentVenues,14/03/2020,15/06/2020
Greece,EntertainmentVenues,07/11/2020,20/05/2021
Greece,EntertainmentVenuesPartial,09/08/2020,06/11/2020
Greece,EntertainmentVenuesPartial,21/05/2021,NA
Greece,GymsSportsCentres,07/11/2020,30/05/2021
Greece,GymsSportsCentresPartial,14/03/2020,15/06/2020
Greece,GymsSportsCentresPartial,04/11/2020,06/11/2020
Greece,HotelsOtherAccommodation,15/03/2020,24/05/2020
Greece,HotelsOtherAccommodationPartial,25/05/2020,01/07/2020
Greece,MasksMandatoryAllSpaces,17/07/2020,27/06/2021
Greece,MasksMandatoryClosedSpaces,28/04/2020,06/07/2020
Greece,MasksVoluntaryClosedSpaces,07/07/2020,16/07/2020
Greece,MassGather50,07/11/2020,25/01/2021
Greece,MassGather50Partial,13/07/2020,06/11/2020
Greece,MassGatherAll,07/11/2020,20/05/2021
Greece,MassGatherAllPartial,13/07/2020,06/11/2020
Greece,NonEssentialShops,14/03/2020,01/06/2020
Greece,NonEssentialShops,07/11/2020,17/01/2021
Greece,NonEssentialShopsPartial,18/01/2021,14/05/2021
Greece,OutdoorOver100,26/01/2021,20/05/2021
Greece,PlaceOfWorship,09/08/2020,15/09/2020
Greece,PlaceOfWorshipPartial,14/03/2020,08/08/2020
Greece,PlaceOfWorshipPartial,07/11/2020,NA
Greece,PrivateGatheringRestrictions,19/03/2020,03/05/2020
Greece,PrivateGatheringRestrictions,07/11/2020,13/05/2021
Greece,QuarantineForInternationalTravellers,19/03/2020,30/06/2020
Greece,QuarantineForInternationalTravellers,18/12/2020,18/04/2021
Greece,QuarantineForInternationalTravellersPartial,19/04/2021,NA
Greece,RegionalStayHomeOrder,03/11/2020,06/11/2020
Greece,RegionalStayHomeOrder,11/01/2021,05/02/2021
Greece,RegionalStayHomeOrderPartial,06/02/2021,19/04/2021
Greece,RestaurantsCafes,07/11/2020,02/05/2021
Greece,RestaurantsCafesPartial,14/03/2020,06/11/2020
Greece,RestaurantsCafesPartial,03/05/2021,NA
Greece,SocialCircle,01/01/2021,02/01/2021
Greece,StayHomeGen,27/02/2020,22/03/2020
Greece,StayHomeOrder,23/03/2020,04/05/2020
Greece,StayHomeOrderPartial,07/11/2020,03/07/2021
Greece,StayHomeRiskG,11/03/2020,NA
Greece,Teleworking,19/03/2020,02/11/2020
Greece,TeleworkingPartial,03/11/2020,NA
Hungary,BanOnAllEventsPartial,16/03/2020,11/06/2020
Hungary,BanOnAllEventsPartial,11/11/2020,30/04/2021
Hungary,ClosDaycare,25/03/2020,02/06/2020
Hungary,ClosDaycare,09/03/2021,18/04/2021
Hungary,ClosHigh,25/03/2020,18/05/2020
Hungary,ClosHigh,11/11/2020,07/07/2021
Hungary,ClosPrim,16/03/2020,01/06/2020
Hungary,ClosPrim,08/03/2021,18/04/2021
